Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
14127,0.55,Premium,I,VS2,61.7,55.0,5.35,5.29,3.28,1314
7204,1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,6356
17698,0.35,Premium,E,SI1,61.1,59.0,4.5,4.56,2.77,614
8961,1.21,Ideal,G,VS2,61.8,57.0,6.83,6.79,4.21,8001
1949,1.0,Very Good,F,SI2,61.6,62.0,6.3,6.37,3.9,4255
24051,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54,2318
13957,1.04,Very Good,H,SI1,,63.0,6.59,6.55,3.87,4484
25745,1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42,6401
431,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007
13619,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.16,3.83,3250
14715,0.73,Fair,E,VVS2,57.4,59.0,5.99,5.95,3.43,3813
1745,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16589
819,0.3,Premium,H,SI1,59.3,59.0,4.36,4.38,2.59,421
9124,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,812
6803,0.39,Good,F,SI1,63.6,58.0,4.65,4.6,2.94,921
4570,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64,664
25202,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
3111,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
12045,1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,5131
5263,1.5,Ideal,D,SI2,63.0,56.0,7.3,7.25,4.58,10122
13244,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,3417
20468,0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,844
23270,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2711
20929,0.4,Ideal,E,VS1,59.2,62.0,4.8,4.83,2.85,1180
26715,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,11574
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
284,2.43,Ideal,I,SI2,62.3,59.0,8.54,8.61,5.34,17856
25097,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958
5728,0.71,Ideal,D,SI1,61.5,56.0,5.7,5.75,3.52,2719
7604,0.66,Very Good,H,VS2,60.9,57.0,5.63,5.65,3.43,1841
12681,0.7,Good,H,SI1,63.7,59.0,5.53,5.59,3.54,2218
15177,1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
14457,2.3,Ideal,H,SI2,62.6,57.0,8.4,8.35,5.25,14215
6055,0.31,Very Good,F,SI1,63.1,57.0,4.31,4.28,2.71,663
25922,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22,1813
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
21778,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59,12787
7681,0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,1273
19449,1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5,6750
23029,1.0,Premium,H,SI1,59.0,60.0,6.52,6.56,3.86,4389
686,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4140
19750,1.02,Very Good,J,SI2,63.3,56.0,6.38,6.42,4.05,3745
9675,2.34,Premium,I,I1,61.5,60.0,8.47,8.43,5.2,8491
20381,1.5,Fair,J,VS1,60.1,61.0,7.25,7.3,4.37,7819
12505,1.54,Fair,F,SI2,64.4,60.0,7.26,7.16,4.64,7848
19967,1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,14245
21113,1.03,Very Good,D,VVS2,62.7,58.0,6.39,6.43,4.02,11677
21338,1.22,Good,J,VS1,58.5,61.0,6.94,7.0,4.08,5356
7227,1.3,Premium,D,SI2,61.5,58.0,6.98,6.91,4.27,7044
11440,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524
7148,0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,491
8487,0.32,Very Good,G,VVS2,64.0,55.0,4.31,4.35,2.77,607
21539,0.41,Ideal,F,VVS2,61.8,55.0,4.77,4.81,2.96,1044
7433,1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459
20365,0.35,Ideal,I,VVS1,61.8,55.0,4.53,4.56,2.81,627
11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
16424,1.05,Fair,I,VS1,58.9,66.0,6.71,6.6,3.92,4281
24154,0.34,Ideal,F,VVS1,62.0,56.0,4.45,4.49,2.77,967
21558,1.01,Premium,H,SI1,60.0,58.0,6.6,6.54,3.94,4965
5414,0.28,Very Good,E,VVS2,60.2,58.0,4.24,4.27,2.56,604
20231,0.33,Premium,G,SI2,62.6,58.0,4.4,4.42,2.76,434
20276,0.51,Very Good,G,VVS2,62.6,59.0,5.08,5.11,3.19,1768
1290,0.28,Ideal,E,VS1,62.0,56.0,4.21,4.18,2.6,625
22000,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,670
13511,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1744
15473,0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
3590,0.72,Premium,J,SI2,60.3,58.0,5.81,5.73,3.48,1667
7043,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,5698
6718,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
21919,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821
11011,0.55,Ideal,E,SI1,,56.0,5.23,5.26,3.27,1551
10770,0.72,Very Good,F,VS2,63.3,57.0,5.69,5.72,3.61,2931
11903,1.0,Ideal,E,SI1,,54.2,6.32,6.4,4.01,5728
18160,1.7,Premium,I,VS1,59.8,59.0,7.79,7.7,4.63,12737
8765,0.75,Ideal,G,VVS2,61.3,55.0,5.85,5.89,3.59,3525
23793,0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,720
14831,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18,1243
3618,0.74,Very Good,G,VVS1,63.2,56.0,5.74,5.72,3.62,3328
24454,0.76,Premium,H,VVS1,60.7,58.0,5.9,5.93,3.59,3311
23469,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,491
17663,1.51,Ideal,I,VS2,,54.0,7.38,7.42,4.57,9891
10708,0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971
15726,1.09,Very Good,H,SI1,60.6,60.0,6.61,6.68,4.03,5131
7756,0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
7881,0.58,Ideal,G,SI1,62.2,55.0,5.33,5.37,3.33,1446
17657,0.4,Premium,G,SI2,,61.0,4.74,4.69,2.92,765
24802,1.5,Premium,I,VS2,62.9,58.0,7.17,7.08,4.48,8820
24756,1.2,Premium,F,SI2,62.5,59.0,6.74,6.68,4.2,5332
6818,0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77,3034
18480,0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45,586
15499,2.01,Premium,D,SI2,62.7,58.0,8.06,7.99,5.03,16776
16050,1.5,Good,F,SI2,62.6,64.0,7.25,7.19,4.52,8820
12787,0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
12818,0.42,Ideal,H,VVS2,62.0,57.0,4.79,4.82,2.98,823
20362,1.04,Ideal,F,I1,61.6,57.0,6.51,6.46,4.0,3718
21940,1.04,Ideal,G,VVS1,62.2,55.0,6.51,6.48,4.04,8794
15894,1.14,Very Good,F,SI2,59.2,63.0,6.78,6.86,4.04,5033
10536,0.57,Ideal,E,VS1,62.9,57.0,5.29,5.27,3.32,1982
5689,0.57,Very Good,E,SI1,62.1,58.0,5.28,5.32,3.29,1397
12105,1.02,Very Good,G,VS2,61.9,54.0,6.45,6.48,4.0,6569
8300,0.41,Good,D,VVS2,63.3,59.0,4.71,4.73,2.99,949
11886,0.31,Good,H,VVS2,63.7,55.0,4.32,4.28,2.74,802
19048,0.32,Premium,E,VVS2,59.9,58.0,4.5,4.45,2.68,1080
23780,0.7,Fair,J,VVS1,67.6,54.0,5.56,5.41,3.71,1691
962,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,11133
15113,0.44,Ideal,E,VVS1,61.1,56.0,4.91,4.94,3.01,1924
19323,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765
22613,1.01,Very Good,F,SI2,62.4,58.0,6.37,6.42,3.99,4187
14482,0.7,Very Good,H,SI2,60.0,60.0,5.76,5.8,3.47,2077
8752,0.31,Premium,I,VVS1,62.2,60.0,4.32,4.3,2.68,732
7322,1.2,Ideal,H,SI1,61.9,56.0,6.78,6.82,4.21,6578
1000,1.04,Very Good,G,SI2,62.6,58.0,6.42,6.49,4.04,4375
14360,0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57,440
4497,0.37,Ideal,F,VS1,61.1,57.0,4.61,4.65,2.83,811
19975,1.01,Premium,G,VVS2,63.0,59.0,6.38,6.25,3.98,7366
4742,0.3,Premium,D,VS2,62.3,58.0,4.29,4.32,2.68,710
19307,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,6566
3327,0.44,Ideal,I,VVS2,61.1,57.0,4.91,4.95,3.01,957
13608,0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684
7158,0.93,Premium,J,VS2,61.1,59.0,6.34,6.32,3.87,3125
2121,1.11,Premium,D,SI2,59.9,57.0,6.74,6.72,4.03,5134
1948,0.72,Very Good,E,VS2,62.9,57.0,5.68,5.73,3.59,2990
25070,0.29,Ideal,G,SI1,,54.0,4.25,4.29,2.65,420
11634,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,358
1206,0.3,Premium,G,VVS1,62.6,58.0,4.29,4.27,2.68,1013
5564,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55,2364
15365,0.56,Ideal,E,VS1,61.3,55.0,5.32,5.29,3.25,2032
7592,0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,570
18359,0.7,Premium,D,SI1,58.2,60.0,5.79,5.75,3.36,2705
21638,0.32,Ideal,F,VS2,62.4,57.0,4.38,4.34,2.72,828
6000,0.81,Ideal,F,SI2,62.9,57.0,5.97,5.93,3.74,2726
6725,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
16442,2.0,Fair,F,I1,66.1,57.0,7.84,7.7,5.14,6532
925,0.32,Ideal,D,VVS1,61.5,57.0,4.45,4.43,2.73,1140
18970,0.31,Premium,E,SI1,59.2,60.0,4.36,4.42,2.6,544
8327,1.22,Ideal,F,SI2,62.5,56.0,6.85,6.81,4.27,6518
19070,0.38,Very Good,F,VS2,62.8,57.0,4.58,4.62,2.89,800
8872,0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.29,3.23,2632
673,1.02,Very Good,E,VS1,58.9,59.0,6.52,6.65,3.88,7253
11228,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
5166,1.54,Good,H,VS1,,57.0,7.34,7.4,4.65,10769
5397,1.01,Premium,G,SI2,60.5,58.0,6.55,6.47,3.94,4327
4014,1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,9808
1169,1.02,Ideal,F,SI2,62.4,55.0,6.46,6.43,4.02,4662
19737,1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
13879,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22,4455
9963,1.04,Ideal,H,SI2,62.2,56.0,6.51,6.48,4.04,4077
1207,1.52,Premium,G,VS2,62.8,60.0,7.26,7.22,4.55,13768
23865,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
1765,1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
13309,0.3,Premium,D,VS2,60.9,58.0,4.32,4.35,2.64,710
4727,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
22742,0.56,Ideal,D,VS1,60.4,56.0,5.33,5.36,3.23,1924
26487,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,10833
13624,2.03,Fair,H,I1,64.4,59.0,7.91,7.85,5.07,6002
22745,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47,485
5177,0.38,Premium,I,VS2,62.5,58.0,4.58,4.61,2.87,633
7519,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
1808,1.17,Premium,G,SI1,62.6,55.0,6.75,6.7,4.21,7731
21162,0.25,Very Good,D,VS1,63.0,59.0,3.97,4.0,2.51,436
6911,0.5,Ideal,G,VVS2,61.4,56.0,5.11,5.15,3.15,1787
5832,0.38,Ideal,F,VS2,62.4,54.0,4.65,4.6,2.89,969
19147,1.02,Ideal,F,VVS2,62.3,58.0,6.42,6.45,4.01,9598
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
2838,1.59,Very Good,I,VS2,60.5,63.0,7.52,7.45,4.53,10106
8014,0.7,Very Good,G,VS2,62.7,57.0,5.65,5.7,3.56,2507
16498,0.53,Ideal,D,SI2,60.4,57.0,5.26,5.3,3.19,1314
6726,0.9,Very Good,F,SI2,60.8,55.0,6.25,6.28,3.81,3552
4995,0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828
22698,0.9,Premium,G,SI1,62.7,59.0,6.14,6.1,3.84,3774
15208,1.04,Ideal,F,VVS2,62.2,56.0,6.46,6.53,4.04,9115
7956,0.7,Ideal,E,SI1,61.7,55.0,5.71,5.74,3.53,2745
25624,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
25784,0.5,Fair,D,SI1,65.7,56.0,5.01,4.97,3.28,1323
5240,1.01,Very Good,H,VS1,63.5,56.0,6.32,6.27,4.0,4412
20140,0.3,Ideal,F,VS1,62.2,56.0,4.31,4.34,2.69,621
8235,1.2,Very Good,J,VS1,,59.0,6.67,6.72,4.26,5257
8440,0.4,Ideal,E,SI2,61.8,55.2,4.75,4.77,2.94,679
19506,0.38,Premium,D,SI2,62.1,55.0,4.65,4.62,2.88,812
7517,1.03,Premium,E,SI2,61.8,59.0,6.47,6.42,3.98,4845
20603,1.51,Very Good,E,SI2,63.1,58.0,7.31,7.28,4.6,9513
4036,0.77,Ideal,I,VS1,61.4,56.0,5.86,5.9,3.61,2635
23130,1.01,Premium,G,VS2,61.5,60.0,6.45,6.42,3.96,6108
26541,1.7,Premium,I,SI1,59.8,59.0,7.72,7.7,4.61,7797
15174,0.32,Premium,H,VS2,60.5,59.0,4.43,4.39,2.67,648
18509,1.05,Ideal,G,SI1,59.7,56.0,6.67,6.64,3.97,5204
25246,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
15607,0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49,2096
11756,0.7,Ideal,D,SI2,62.0,57.0,5.68,5.65,3.51,2415
26063,0.7,Very Good,H,VVS2,62.6,57.0,5.63,5.65,3.53,2558
21064,1.0,Ideal,F,SI1,61.5,57.0,6.41,6.46,3.96,5197
5181,1.07,Ideal,G,VS2,61.1,59.0,6.62,6.57,4.03,6324
20198,0.9,Premium,G,SI1,62.0,61.0,6.13,6.07,3.78,3669
16935,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1438
24326,1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,4095
23771,0.71,Very Good,E,SI1,63.1,59.0,5.75,5.62,3.59,2441
15678,1.09,Ideal,G,VVS1,62.1,55.0,6.58,6.63,4.1,8778
22993,1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
26727,0.37,Ideal,F,SI2,60.9,56.0,4.65,4.68,2.84,572
21744,0.24,Very Good,E,VVS1,63.5,57.0,3.94,3.96,2.51,492
17252,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,1607
25816,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,2393
3361,1.52,Fair,H,SI1,64.6,55.0,7.24,7.19,4.66,7433
24816,2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23,11522
26212,0.34,Very Good,H,VVS2,63.1,57.0,4.41,4.49,2.81,674
3324,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
13698,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589
10692,0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720
14388,0.4,Very Good,G,VS2,63.5,56.0,4.7,4.68,2.98,1035
8206,3.01,Fair,I,SI2,65.8,56.0,8.99,8.94,5.9,18242
14567,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.6,4.04,3864
11318,0.66,Good,F,VS2,61.5,60.8,5.55,5.6,3.43,2275
4992,2.12,Very Good,J,SI2,62.3,61.0,8.16,8.21,5.1,12030
6415,0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,678
13199,1.02,Ideal,F,IF,62.0,58.0,6.44,6.49,4.01,11116
23795,0.32,Good,D,SI1,63.7,55.0,4.35,4.38,2.78,589
5357,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3740
2380,0.41,Very Good,E,VVS2,63.1,58.0,4.75,4.72,2.99,1133
4522,0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,904
15632,1.51,Premium,J,SI1,61.2,62.0,7.36,7.32,4.49,6976
7294,0.58,Ideal,D,VVS2,62.1,57.0,5.32,5.4,3.32,2617
11713,0.4,Ideal,E,SI1,61.8,56.0,4.74,4.71,2.92,945
11385,1.56,Premium,G,VS1,60.9,58.0,7.53,7.49,4.57,14268
3282,0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,4401
3567,0.31,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1046
6063,0.23,Very Good,F,VVS2,63.3,57.0,3.91,3.93,2.48,505
15710,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
15176,1.14,Ideal,G,VS1,62.3,56.0,6.73,6.7,4.18,7948
6550,0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
2804,1.01,Very Good,I,SI1,63.5,53.0,6.32,6.4,4.04,4794
25019,0.33,Very Good,E,IF,61.8,55.0,4.47,4.52,2.78,957
12286,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2409
21322,0.7,Premium,G,SI1,61.2,60.0,5.7,5.74,3.5,2042
20501,1.05,Ideal,D,SI1,60.0,55.0,6.66,6.61,3.98,5104
19775,1.13,Ideal,I,VS2,62.3,56.0,6.63,6.73,4.16,4940
15696,2.34,Very Good,H,I1,62.4,55.4,8.44,8.51,5.29,11119
22349,1.02,Ideal,H,VS2,62.0,55.0,6.47,6.44,4.0,5683
3732,1.15,Ideal,H,SI2,62.5,58.0,6.65,6.69,4.17,5306
25973,0.41,Premium,G,VS2,61.8,58.0,4.75,4.77,2.94,827
14944,0.9,Very Good,E,SI1,62.9,57.0,6.11,6.17,3.86,3510
26160,0.29,Ideal,G,VVS2,61.4,57.0,4.27,4.3,2.63,607
17968,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,4620
17532,1.7,Premium,G,VS2,62.6,61.0,7.64,7.54,4.75,15568
26707,1.0,Good,J,SI1,61.7,62.0,6.37,6.4,3.94,3690
25634,1.38,Ideal,G,SI2,61.4,55.0,7.2,7.17,4.41,7094
4407,0.27,Ideal,E,VVS2,62.5,57.0,4.1,4.13,2.57,622
20196,0.41,Ideal,H,IF,62.9,54.0,4.74,4.71,2.97,1243
19276,0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,745
20126,0.33,Ideal,I,VS2,62.3,54.0,4.45,4.48,2.78,480
26213,0.32,Premium,H,SI2,60.4,59.0,4.42,4.39,2.66,504
5662,0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92,755
8066,0.3,Ideal,F,VVS2,62.1,57.0,4.25,4.28,2.65,694
15206,0.7,Ideal,J,SI2,60.9,57.0,5.72,5.76,3.49,1832
1707,1.01,Fair,J,VVS2,66.0,56.0,6.29,6.22,4.13,2998
5638,0.63,Ideal,G,SI1,,58.0,5.44,5.48,3.4,1711
9033,0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99,1250
17061,0.34,Ideal,F,SI2,60.1,56.0,4.55,4.54,2.73,574
19811,1.24,Ideal,I,VS2,62.0,55.0,6.9,6.87,4.27,6076
20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
6462,0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,1042
19166,1.0,Ideal,J,VS2,62.4,54.0,6.4,6.46,4.01,4539
15133,1.23,Ideal,G,SI1,61.4,56.0,6.94,6.91,4.25,6509
15688,0.72,Ideal,D,SI2,62.7,55.0,5.72,5.7,3.58,2670
18962,0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2,1830
8884,0.4,Ideal,D,VVS1,62.8,57.0,4.65,4.68,2.93,1279
15227,0.52,Premium,F,VS2,62.2,58.0,5.17,5.12,3.2,1720
22989,0.7,Very Good,D,SI2,63.7,58.0,5.56,5.62,3.56,2104
10533,1.2,Ideal,E,VS2,61.3,56.0,6.89,6.84,4.21,10214
8291,0.9,Premium,G,VS2,62.9,62.0,6.06,6.02,3.8,3850
16418,0.5,Fair,H,VS1,67.1,58.0,4.94,4.89,3.3,1134
16974,0.51,Ideal,F,VS1,61.9,56.0,5.11,5.17,3.18,1744
9031,1.61,Good,H,SI2,63.8,62.0,7.38,7.35,4.7,9169
18146,0.86,Ideal,I,VS2,62.1,57.0,6.1,6.07,3.78,3121
21309,0.91,Very Good,E,VS1,62.8,60.0,6.08,6.11,3.83,5057
14904,0.9,Fair,D,SI1,66.1,55.0,5.98,5.92,3.93,3945
20818,0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,1572
14578,0.34,Ideal,E,VS1,61.2,55.0,4.52,4.56,2.77,875
13764,1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,7637
5561,0.53,Ideal,I,SI1,61.5,56.0,5.21,5.23,3.21,1094
3704,0.32,Ideal,F,VS1,61.1,57.0,4.42,4.45,2.71,652
2071,1.52,Ideal,G,VS1,59.7,57.0,7.48,7.5,4.47,13777
20547,1.11,Premium,I,SI1,61.9,58.0,6.63,6.61,4.1,3978
23055,1.19,Ideal,F,VVS1,,57.0,6.84,6.79,4.22,12776
23416,1.04,Ideal,F,VVS2,61.2,57.0,6.5,6.53,3.99,9005
22102,0.3,Ideal,H,SI1,61.9,54.0,4.33,4.36,2.69,389
26839,0.53,Ideal,F,VS1,62.0,55.0,5.15,5.2,3.21,1812
1747,0.32,Ideal,F,VS2,62.4,54.0,4.4,4.38,2.74,828
6052,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8617
4626,0.3,Premium,E,VVS2,61.4,60.0,4.28,4.25,2.62,1013
18133,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9820
21360,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,17339
26777,1.01,Premium,E,SI1,60.5,62.0,6.5,6.46,3.92,5226
13509,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
1036,0.38,Premium,F,SI1,60.4,58.0,4.72,4.68,2.84,898
770,0.51,Premium,D,SI1,60.9,59.0,5.19,5.13,3.14,1687
11972,1.51,Very Good,I,SI1,63.0,59.0,7.26,7.31,4.59,8758
2749,0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
7855,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,462
2559,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
1595,1.2,Very Good,F,SI2,63.2,58.0,6.78,6.74,4.27,4502
45,2.0,Good,I,SI1,63.9,57.0,8.01,7.91,5.09,12554
8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
9373,0.32,Premium,D,VS2,61.7,58.0,4.38,4.34,2.69,972
6245,0.3,Premium,E,SI1,,58.0,4.33,4.27,2.66,675
824,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97,847
20347,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
6646,0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,1912
6850,0.32,Very Good,D,VVS2,60.0,57.0,4.45,4.49,2.68,809
17060,1.06,Good,G,VS2,63.1,59.0,6.45,6.48,4.08,6212
2597,0.31,Premium,G,VS1,62.9,58.0,4.35,4.3,2.72,802
24722,1.5,Good,E,SI2,63.5,59.0,7.25,7.28,4.61,9281
8380,2.03,Premium,H,SI2,61.6,58.0,8.17,8.09,5.01,16075
14364,1.44,Very Good,E,I1,61.1,62.0,7.15,7.23,4.39,5068
3072,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,844
17751,1.03,Ideal,F,IF,63.1,55.0,6.45,6.46,4.07,10615
11562,1.0,Premium,H,SI2,62.8,60.0,6.46,6.34,4.02,3080
10063,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3669
320,0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201
17768,0.22,Premium,E,VS2,,58.0,3.93,3.89,2.41,404
24029,1.2,Very Good,F,SI1,63.5,57.0,6.65,6.74,4.25,6872
19948,0.33,Premium,H,VVS1,61.4,59.0,4.42,4.44,2.72,752
9799,0.62,Premium,F,SI1,61.7,59.0,5.51,5.48,3.39,1595
6454,2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,14945
16622,0.33,Ideal,E,VVS2,61.7,57.0,4.41,4.44,2.73,868
13950,1.6,Ideal,I,SI2,61.9,57.0,7.51,7.48,4.64,8530
3519,0.9,Very Good,E,VS2,61.1,63.0,6.2,6.17,3.78,4062
5358,1.13,Premium,I,SI1,61.5,60.0,6.72,6.68,4.12,4854
23199,0.54,Very Good,D,VS1,63.0,54.0,5.19,5.23,3.28,2016
9543,1.41,Premium,G,VS1,62.1,59.0,7.1,7.06,4.4,11347
318,0.38,Premium,F,VS2,60.9,56.0,4.72,4.67,2.86,1026
19337,0.31,Good,H,VS1,57.5,60.0,4.46,4.51,2.58,435
19313,0.31,Ideal,E,VVS2,61.0,56.0,4.43,4.39,2.69,1046
3920,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72,2959
25099,1.06,Premium,H,SI1,61.0,60.0,6.59,6.56,4.01,5461
19924,0.25,Very Good,E,VVS2,62.2,58.0,4.03,4.11,2.53,548
14662,0.52,Ideal,I,SI2,61.9,55.0,5.17,5.23,3.22,1125
26855,1.29,Premium,I,VS2,,58.0,7.12,7.03,4.27,6321
11663,0.7,Fair,G,I1,67.5,55.0,5.59,5.37,3.71,1069
12296,0.34,Ideal,F,SI2,61.9,57.0,4.5,4.52,2.79,438
22278,0.71,Good,H,SI1,58.4,62.1,5.8,5.83,3.4,2282
21471,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
2801,1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,6066
20227,0.42,Ideal,G,VVS1,61.4,56.0,4.81,4.83,2.96,1179
1538,0.54,Ideal,E,VS2,61.0,56.0,5.25,5.28,3.21,1754
12243,0.45,Ideal,G,VVS1,61.5,57.0,4.95,4.91,3.03,1358
2963,1.03,Premium,H,SI2,60.7,59.0,6.48,6.54,3.95,4078
